台;ダイ,タイ;うてな,われ,つかさ;pedestal, a stand, counter for machines and vehicles
題;ダイ;;topic, subject
知;チ;し.る,し.らせる;know, wisdom
地;チ,ジ;;ground, earth
茶;チャ,サ;;tea
着;チャク,ジャク;き.る,-ぎ,き.せる,-き.せ,つ.く,つ.ける;don, arrive, wear, counter for suits of clothing
昼;チュウ;ひる;daytime, noon
注;チュウ;そそ.ぐ,さ.す,つ.ぐ;pour, irrigate, shed (tears), flow into, concentrate on, notes, comment, annotate
朝;チョウ;あさ;morning, dynasty, regime, epoch, period, (North) Korea
町;チョウ;まち;town, village, block, street
鳥;チョウ;とり;bird, chicken
通;ツウ,ツ;とお.る,とお.り,-とお.り,-どお.り,とお.す,とお.し,-どお.し,かよ.う;traffic, pass through, avenue, commute, counter for letters, notes, documents, etc.
弟;テイ,ダイ,デ;おとうと;younger brother, faithful service to elders
店;テン;みせ,たな;store, shop
転;テン;ころ.がる,ころ.げる,ころ.がす,ころ.ぶ,まろ.ぶ,うたた,うつ.る,くる.めく;revolve, turn around, change
田;デン;た;rice field, rice paddy
度;ド,ト,タク;たび,-た.い;degrees, occurrence, time, counter for occurrences
冬;トウ;ふゆ;winter
答;トウ;こた.える,こた.え;solution, answer
動;ドウ;うご.く,うご.かす;move, motion, change, confusion, shift, shake
同;ドウ;おな.じ;same, agree, equal
堂;ドウ;;public chamber, hall
道;ドウ,トウ;みち;road-way, street, district, journey, course, moral, teachings
特;トク;;special
肉;ニク;しし;meat
買;バイ;か.う;buy
売;バイ;う.る,う.れる;sell
発;ハツ,ホツ;た.つ,あば.く,おこ.る,つか.わす,はな.つ;discharge, departure, publish, emit, start from, disclose, counter for gunshots
飯;ハン;めし;meal, boiled rice
病;ビョウ,ヘイ;や.む,-や.み,やまい;ill, sick
品;ヒン,ホン;しな;goods, refinement, dignity, article, counter for meal courses
不;フ,ブ;;negative, non-, bad, ugly, clumsy
風;フウ,フ;かぜ,かざ-,-かぜ;wind, air, style, manner
服;フク;;clothing, admit, obey, discharge
物;ブツ,モツ;もの,もの-;thing, object, matter
文;ブン,モン;ふみ,あや;sentence, literature, style, art, decoration, figures, plan, literary radical (no. 67)
別;ベツ;わか.れる,わ.ける;separate, branch off, diverge, fork, another, extra, specially
勉;ベン;つと.める;exertion
歩;ホ,ブ,フ;ある.く,あゆ.む;walk, counter for steps
方;ホウ;かた,-かた,-がた;direction, person, alternative
妹;マイ;いもうと;younger sister
味;ミ;あじ,あじ.わう;flavor, taste
明;メイ,ミョウ,ミン;あ.かり,あか.るい,あか.るむ,あか.らむ,あき.らか,あ.ける,-あ.け,あ.く,あ.くる,あ.かす;bright, light
目;モク,ボク;め,-め,ま-;eye, class, look, insight, experience, care, favor
問;モン;と.う,と.い,とん;question, ask, problem
夜;ヤ;よ,よる;night, evening
野;ヤ,ショ;の,の-;plains, field, rustic, civilian life
有;ユウ,ウ;あ.る;possess, have, exist, happen, occur, approx
夕;セキ;ゆう;evening
曜;ヨウ;;weekday
洋;ヨウ;;ocean, western style
用;ヨウ;もち.いる;utilize, business, service, use, employ
理;リ;ことわり;logic, arrangement, reason, justice, truth
立;リツ,リュウ,リットル;た.つ,-た.つ,た.ち-,た.てる,-た.てる,た.て-,たて-,-た.て,-だ.て,-だ.てる;stand up, rise, set up, erect
旅;リョ;たび;trip, travel
料;リョウ;;fee, materials
力;リョク,リキ,リイ;ちから;power, strength, strong, strain, bear up, exert
一;イチ,イツ;ひと-,ひと.つ;one, one radical (no.1)
二;ニ,ジ;ふた,ふた.つ,ふたた.び;two, two radical (no.2)
三;サン,ゾウ;み,み.つ,みっ.つ;three
四;シ;よ,よ.つ,よっ.つ,よん;four
五;ゴ;いつ,いつ.つ;five
六;ロク,リク;む,む.つ,むっ.つ,むい;six
七;シチ;なな,なな.つ,なの;seven
八;ハチ;や,や.つ,やっ.つ,よう;eight, eight radical (no. 12)
九;キュウ,ク;ここの,ここの.つ;nine
十;ジュウ,ジッ,ジュッ;とお,と;ten
百;ヒャク,ビャク;もも;hundred
千;セン;ち;thousand
右;ウ,ユウ;みぎ;right
雨;ウ;あめ,あま-,-さめ;rain
円;エン;まる.い,まる,まど,まど.か,まろ.やか;circle, yen, round
下;カ,ゲ;した,しも,もと,さ.げる,さ.がる,くだ.る,くだ.り,くだ.す,-くだ.す,くだ.さる,お.ろす,お.りる;below, down, descend, give, low, inferior
何;カ;なに,なん,なに-,なん-;what
火;カ;ひ,-び,ほ-;fire
外;ガイ,ゲ;そと,ほか,はず.す,はず.れる,と-;outside
学;ガク;まな.ぶ;study, learning, science
間;カン,ケン;あいだ,ま,あい;interval, space
気;キ,ケ;いき;spirit, mind, air, atmosphere, mood
休;キュウ;やす.む,やす.まる,やす.める;rest, day off, retire, sleep
金;キン,コン,ゴン;かね,かな-,-がね;gold
月;ゲツ,ガツ;つき;month, moon
見;ケン;み.る,み.える,み.せる;see, hopes, chances, idea, opinion, look at, visible
午;ゴ;うま;noon, sign of the horse, 11AM-1PM, seventh sign of Chinese zodiac
後;ゴ,コウ;のち,うし.ろ,うしろ,あと,おく.れる;behind, back, later
語;ゴ;かた.る,かた.らう;word, speech, language
校;コウ,キョウ;;exam, school, printing, proof, correction
行;コウ,ギョウ,アン;い.く,ゆ.く,-ゆ.き,-ゆき,-い.き,-いき,おこな.う,おこ.なう;going, journey
高;コウ;たか.い,たか,-だか,たか.まる,たか.める;tall, high, expensive
国;コク;くに;country
今;コン,キン;いま;now
左;サ,シャ;ひだり;left
山;サン,セン;やま;mountain
子;シ,ス,ツ;こ,-こ,ね;child, sign of the rat, 11PM-1AM, first sign of Chinese zodiac
時;ジ;とき,-どき;time, hour
車;シャ;くるま;car
出;シュツ,スイ;で.る,-で,だ.す,-だ.す,い.でる,い.だす;exit, leave, go out, come out, put out, protrude
書;ショ;か.く,-が.き,-がき;write
女;ジョ,ニョ,ニョウ;おんな,め;woman, female
小;ショウ;ちい.さい,こ-,お-,さ-;little, small
上;ジョウ,ショウ,シャン;うえ,-うえ,うわ-,かみ,あ.げる,-あ.げる,あ.がる,-あ.がる,あ.がり,-あ.がり,のぼ.る,のぼ.り,のぼ.せる,のぼ.す,よ.す;above, up
食;ショク,ジキ;く.う,く.らう,た.べる,は.む;eat, food
人;ジン,ニン;ひと,-り,-と;person
水;スイ;みず,みず-;water
生;セイ,ショウ;い.きる,い.かす,い.ける,う.まれる,うま.れる,う.まれ,うまれ,う.む,お.う,は.える,は.やす,き,なま,なま-,な.る,な.す,む.す,-う;life, genuine, birth
西;セイ,サイ,ス;にし;west, Spain
先;セン;さき,ま.ず;before, ahead, previous, future, precedence
川;セン;かわ;stream, river, river or 3-stroke river radical (no. 47)
前;ゼン;まえ,-まえ;in front, before
大;ダイ,タイ;おお-,おお.きい,-おお.いに;large, big
男;ダン,ナン;おとこ,お;male
中;チュウ;なか,うち,あた.る;in, inside, middle, mean, center
長;チョウ;なが.い,おさ;long, leader
天;テン;あまつ,あめ,あま-;heavens, sky, imperial
電;デン;;electricity
土;ド,ト;つち;soil, earth, ground, Turkey
東;トウ;ひがし;east
読;ドク,トク,トウ;よ.む,-よ.み;read
南;ナン,ナ;みなみ;south
日;ニチ,ジツ;ひ,-び,-か;day, sun, Japan, counter for days
入;ニュウ,ジュ;い.る,-い.る,-い.り,い.れる,-い.れ,はい.る;enter, insert
年;ネン;とし;year, counter for years
白;ハク,ビャク;しろ,しら-,しろ.い;white
半;ハン;なか.ば;half, middle, odd number, semi-, part-
父;フ;ちち;father
聞;ブン,モン;き.く,き.こえる;hear, ask, listen
母;ボ;はは,も;mama, mother
北;ホク;きた;north
本;ホン;もと;book, present, main, origin, true, real, counter for long cylindrical things
毎;マイ;ごと,-ごと.に;every
万;マン,バン;よろず;ten thousand, 10,000
名;メイ,ミョウ;な,-な;name, noted, distinguished, reputation
木;ボク,モク;き,こ-;tree, wood
友;ユウ;とも;friend
来;ライ,タイ;く.る,きた.る,きた.す,き.たす,き.たる,き,こ;come, due, next, cause, become
話;ワ;はな.す,はなし;tale, talk
